target_id,sequence_length,temporal_cutoff,source_dataset,historical_split,mmseqs_sequence_similarity_cluster,native_scored_or_supervised,affected_tuning_or_method_decision,failure_case_inspected,exposure_status,exposure_reasons,evidence_paths,v4_final_eligible
4FB0_A,393,2012-11-14,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4FEJ_B,67,2013-02-27,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4FEL_B,67,2013-02-27,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4FEN_B,67,2013-02-27,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4FEO_B,67,2013-02-27,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4FEP_B,67,2013-02-27,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4FF1_C,20,2012-12-12,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4FNJ_A,35,2012-10-17,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4FRG_X,84,2012-10-17,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4FRN_A,102,2012-10-17,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4GCW_B,76,2012-10-31,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4GMA_Z,210,2012-10-17,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4GXY_A,172,2012-10-17,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4HQU_C,11,2012-11-21,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4IFD_R,45,2013-02-06,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4ILL_C,24,2013-03-20,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4ILL_R,24,2013-03-20,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4ILM_K,16,2013-03-20,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4J50_B,19,2013-02-20,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4JF2_A,77,2013-04-17,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4JI3_A,1497,2013-11-06,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4JI4_A,1498,2013-11-06,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4JI7_A,1500,2013-11-06,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4JRC_A,57,2013-04-24,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4JV5_Y,10,2013-06-26,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4JXX_B,75,2013-05-01,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4JXZ_B,75,2013-05-01,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4JYA_A,1516,2013-06-26,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4JYA_Y,10,2013-06-26,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4JYZ_B,75,2013-05-29,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4K0K_A,1511,2013-06-26,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4K27_U,55,2013-11-27,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4K50_B,35,2013-05-22,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4K50_F,35,2013-05-22,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4K50_N,35,2013-05-22,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4KAZ_B,15,2014-03-05,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4KB0_D,18,2014-03-05,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4KB1_C,18,2014-03-05,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4KHP_A,1506,2013-06-05,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4KJI_C,16,2013-09-04,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4KQY_A,119,2013-08-07,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4KR3_C,74,2014-05-21,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4KR6_D,39,2014-04-23,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4KVB_A,1500,2014-06-04,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4KZX_i,1797,2013-07-24,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4KZY_i,1840,2013-07-24,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4KZZ_i,1797,2013-07-24,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4L47_QY,18,2014-08-06,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4L47_XA,1500,2014-08-06,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4L81_A,96,2014-05-28,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4L8H_R,20,2013-10-02,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4L8R_D,26,2013-07-10,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4LCK_B,75,2013-07-31,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4LEL_QA,1500,2014-08-06,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4LF5_A,1501,2014-07-02,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4LF6_A,1500,2014-07-02,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4LF8_A,1499,2014-07-02,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4LGT_E,21,2013-11-20,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4LGT_F,21,2013-11-20,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4LNT_YA,2883,2014-08-06,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4LT8_QY,17,2014-08-06,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4LW0_A,89,2014-03-19,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4LX5_A,71,2014-07-16,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4LX6_A,71,2014-07-16,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4M2Z_C,27,2013-12-11,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
4M30_D,27,2013-12-11,kaggle_train_v2,NOT_APPLICABLE,UNKNOWN,True,True,False,EXPOSED_DO_NOT_USE_AS_FINAL_UNTOUCHED,P0 production geometry-prior training from native C1' coordinates,data/processed/geofuse_geometry_v2_priors.json | data/processed/geometry_priors.json | data/stanford-rna-3d-folding/train_sequences.v2.csv | scripts/build_geofuse_geometry_v2_priors.py | scripts/run_phase2_priors.py,False
