target_id,source_dataset,temporal_cutoff,sequence_length,normalized_sequence_sha256,canonical_sequence,native_residue_count,native_resolved_count,native_resolved_fraction,native_valid,used_for_p0_prior,development_exposed,native_score_or_supervision_exposed,failure_case_exposed,known_exposure_reason,later_date_scope,length_scope,technical_valid,later_eligible_pre_duplicate,exact_sequence_representative,exact_duplicate_excluded,later_eligible_exact_deduplicated,mmseqs_sequence_similarity_cluster,exposed_cluster,drfold_structural_overlap_status,drfold_language_model_provenance_status,boltz_overlap_status,external_exposure_status,provisional_after_repository_audit,provisional_untouched,final_included,eligibility_state,evidence
4U6F_3,kaggle_train_v2,2014-10-22,121,03f5f9df0c6c8386fb85e48cd0f0232307753a2a3fd359b76f1c341d79420ef7,True,121,121,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4U7U_X,kaggle_train_v2,2014-08-27,61,0e26fe9f40f074e9c4ff292ef5c2de48cbabfa6d528a46fb3406f024fef8c3ef,True,61,61,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4UE4_A,kaggle_train_v2,2015-09-09,266,b63698d79af6ee79d2bfa16d17516f6445ee0c7d3f64b664f52029e9524a11cb,True,266,266,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4UE5_A,kaggle_train_v2,2015-09-09,299,7954899434d89d724bf7fbb8621a565ec2915fff5cd97469dc8633e7686f103a,True,299,299,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4UJC_A4,kaggle_train_v2,2014-07-30,121,d28d3b2d1b5ec7e5bcfbc703370404db71b4e7920a567402e4e73f9a5f68990e,True,121,119,0.9834710743801653,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4UJC_C1,kaggle_train_v2,2014-07-30,1742,23c52a7b246673104a3756bd095d81a7058015ed7a86cf331f9bae426153f996,True,1742,1742,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4UJD_BC,kaggle_train_v2,2014-07-30,504,24d45b95d68b3905117e447f7ce679ba7923b780812bcd7083104c2ae326f7f8,True,504,261,0.5178571428571429,False,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,False,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4UN4_A,kaggle_train_v2,2014-07-23,83,d4a5a77a8039e31383a78106e8f6ee4ccd523c1f0322ae2ed1f93245da883724,True,83,81,0.9759036144578314,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4UY8_V,kaggle_train_v2,2014-10-29,77,0f27c982356c09ceb860acfd8a8711fe1fcb368e8d53e781de1e92b3102b2ab7,True,77,76,0.987012987012987,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4UYJ_S,kaggle_train_v2,2014-11-05,110,b1c40b6002e9b83f543aed4b380cd92cdede3076eab23c361cad5d9ba7f53496,True,110,109,0.990909090909091,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4UYK_R,kaggle_train_v2,2014-11-05,134,9dd71d6b6b39623f73f0ab5849788fceb8032e0ddb225e957becdd71a51ec372,True,134,133,0.9925373134328358,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V2S_Q,kaggle_train_v2,2015-01-14,65,469c113c5d776e2b23faafb692463535487f38723ea593ca008854f8f85aa066,True,65,57,0.8769230769230769,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V3P_L1,kaggle_train_v2,2015-04-22,3352,2290dc065a58396fd500595a65a6b46817a6ca7a05f239d3018fb8ac771c3359,True,3352,3208,0.9570405727923628,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V3P_L2,kaggle_train_v2,2015-04-22,159,e64678029634492bf69cdcf879263d98032736e9174c23b7fa56720ba1e9f14d,True,159,144,0.9056603773584906,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V3P_S1,kaggle_train_v2,2015-04-22,1743,6e2c7e9b7778010d491cacf1562998d3149f42bfe32127815094f8d00895d8ee,True,1743,1500,0.8605851979345955,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V3P_S2,kaggle_train_v2,2015-04-22,75,5c75aee225e2a845d327e94bf67b43c27b4c214df2bfd57e7870893c2a418cde,True,75,75,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V49_AA,kaggle_train_v2,2014-07-09,1527,b630059aa612b3f2d44c732fa20cd4041cb5779ee361f7c1701ca4be672b758a,True,1527,1527,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V49_AW,kaggle_train_v2,2014-07-09,76,28890de0dd2033379fabebc7165a219d6092ad9bbadc77f4c7528be78963ca0b,True,76,76,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V49_B0,kaggle_train_v2,2014-07-09,2825,e6f6ffbd81e8401f4fb227ec9332f5c889803023ebf196138583d7935c9830f8,True,2825,2825,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V4A_AA,kaggle_train_v2,2014-07-09,1533,1765a977627c5641f0086154d454ecef9312224bd84358bd019f2b15bc6c4ea8,True,1533,1533,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V4B_AA,kaggle_train_v2,2014-07-09,1466,065d79d098ff166bc5ef3f59ff4ccb0a82f28370fa121f370dca55d882c2acbd,True,1466,1466,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V4B_B3,kaggle_train_v2,2014-07-09,2863,0949971a0782302b74db6a1866d0fa3cbfe2b4a853c7706bd7f12b7983c846ca,True,2863,2794,0.9758994062172547,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V4G_DB,kaggle_train_v2,2014-07-09,2825,ec8024463172ca830ed3251ab1e12dd3f6a7b3046a42188d8e58e93642c40787,True,2825,2825,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V4G_EA,kaggle_train_v2,2014-07-09,1526,28a88c9f66ea0f6137d0d0242ffc307a6c7fbe85ddac2e71d620283805a96daf,True,1526,1526,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V4G_HA,kaggle_train_v2,2014-07-09,119,bcbb1513deb568cbf8017b0d67b5643c5f069e959bc9a3c786e9b6e40c416f02,True,119,118,0.9915966386554622,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V4I_0,kaggle_train_v2,2014-07-09,76,df0637c7bec9d5eb608f1308d651965b12674563e532f3c092c2eb2a1cb9ecd3,True,76,75,0.9868421052631579,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V4I_y,kaggle_train_v2,2014-07-09,1490,e660ec13a3dec288ddab1593c8e1342bfe7a59b50f335a0919b6e40445235f80,True,1490,1490,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V4J_w,kaggle_train_v2,2014-07-09,2889,6794c63f78d6dad4f23356bb6cddd327e796fe5e6a172adf62ff3480cc14e4e5,True,2889,2889,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V4J_y,kaggle_train_v2,2014-07-09,1504,6488de33ca1878365686483a38857d21fc56b13a31543fc78c2c45fb976d1d45,True,1504,1504,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V4N_A1,kaggle_train_v2,2014-07-09,2969,f474bb530c83a17e56ffb3e26398c5c594b04104d7dcbd3ea1186a8281a82cab,True,2969,2969,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V4N_B1,kaggle_train_v2,2014-07-09,77,b6ddd15d7871a667d5ab4339bdfa55eabaab621914f3554882b9957500e1edd2,True,77,77,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V4P_AA,kaggle_train_v2,2014-07-09,2872,d31ffefd01749fb096ade42d2ff7362251800f562a584677dfa97563ad7380d5,True,2872,2872,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V4P_B1,kaggle_train_v2,2014-07-09,78,56759c41b2a6f3fd2b386b5b73782de619382beb0e64282d67ae13358c8f2591,True,78,66,0.8461538461538461,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V4Q_BB,kaggle_train_v2,2014-07-09,2841,4ce97a1d80082d26914697c6c1c0b603c485a7a493086bb862783d20136adbe8,True,2841,2841,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V4R_AW,kaggle_train_v2,2014-07-09,76,28890de0dd2033379fabebc7165a219d6092ad9bbadc77f4c7528be78963ca0b,True,76,73,0.9605263157894737,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V4S_BA,kaggle_train_v2,2014-07-09,2814,ab298a35d27e18b030fd61f034f72df61bb4790fead7e0b0c36c2165f1e9f54c,True,2814,2814,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V4S_BB,kaggle_train_v2,2014-07-09,123,36256f5a5dfdc17a3a1a7cebb50fbbc5a6a03f35c4e03ff6b74319b012ee80cb,True,123,123,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V4W_AA,kaggle_train_v2,2014-07-09,1488,f480fe84d34ec101f45242be70412de0b15767f0f09a9d7b153af9770bc760ce,True,1488,1488,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V4W_B0,kaggle_train_v2,2014-07-09,2740,c0944c068d3cd215362721f2b7327eb9ba8aa421e59606c376628580445ae78c,True,2740,2740,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V4W_B9,kaggle_train_v2,2014-07-09,108,26b92293c1329889cb8e2cd68eb4b105c975773f1023121ece10a43923e812c9,True,108,108,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V4X_AC,kaggle_train_v2,2014-07-09,77,cc475a9b8a945a883c44e3a620f744e2ab42cccbf51640858b77c11c6d8c16f4,True,77,76,0.987012987012987,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V4Y_A1,kaggle_train_v2,2014-07-09,50,20de20dad275c29e24c82d052f86c6fb389ee1114db1673ea4b9e52766504138,True,50,50,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V4Y_AA,kaggle_train_v2,2014-07-09,1515,a275eeeebd77a500687723b0a8a173aed05d0fe2b4c3ea3e5aa7c685cd3c0c7d,True,1515,1515,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V4Z_AD,kaggle_train_v2,2014-07-09,76,ba2dcd6aebc8fe179ce85ffc68eef9d84bb2a97512a37a7a3235a0db544f1430,True,76,76,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V50_CW,kaggle_train_v2,2014-07-09,17,92481d382d53b36e5c126d0190945f21c761781a9e0a5ad50d9dfd2f0fe34f8b,True,17,17,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V51_CV,kaggle_train_v2,2014-07-09,77,cc475a9b8a945a883c44e3a620f744e2ab42cccbf51640858b77c11c6d8c16f4,True,77,76,0.987012987012987,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V51_DA,kaggle_train_v2,2014-07-09,2772,dd4051790c05f4a23b8fa87ea3d4ff5a511a8877432f347eaa35018c3637442f,True,2772,2772,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V56_AA,kaggle_train_v2,2014-07-09,1530,428aa18f1232aabe0aad7c9d8d459a2ba858769940c930fdcf488e2dbef3d203,True,1530,1530,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V5A_DA,kaggle_train_v2,2014-07-09,2767,2166ec2db364fde96bed51f3d264eacd609e2482a964a4601afb96d7bfbe922a,True,2767,2767,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V5C_CY,kaggle_train_v2,2014-07-09,76,8f304d38480c65a1254057127092e2f589f114c63a6df70f7c36c6f95255ecad,True,76,75,0.9868421052631579,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V5E_BA,kaggle_train_v2,2014-07-09,2886,4829bbb3d9d2b51aabb3f4051ad60189e431ffbc5a6078f2df1a6b359f384dc7,True,2886,2886,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V5E_CA,kaggle_train_v2,2014-07-09,1504,1e6299b78a3c35f4de51a6f208fe880b0d6e21d98dadb0cf1e06bb236d6d6e7a,True,1504,1504,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V5G_CY,kaggle_train_v2,2014-07-09,69,d181066d48f8dde938ff7d5da2cbc727daa644f266f4fe796e1ce05443fbcc10,True,69,69,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V5K_CA,kaggle_train_v2,2014-07-09,1507,e5dff0ac3467abbce82762b1f63b469cfd4204e8d509ae7e5e12459364f4b1a7,True,1507,1507,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V5O_BA,kaggle_train_v2,2014-07-09,1745,80eaaa27264325c388c7f2c27113f528d12e62ee5a173f8cb5ab8f3e0e29db1d,True,1745,1745,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V5P_CY,kaggle_train_v2,2014-07-09,67,bfb33a6b019b30085c969ac623211677fa947a0d947c21d129e9f10b46c922ab,True,67,67,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V5P_DA,kaggle_train_v2,2014-07-09,2901,9cabf442c8f84299f5e20e3c6737ea7fdee3733595bc9525ad6d3cc23017f5c0,True,2901,2901,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V5Q_AY,kaggle_train_v2,2014-07-09,67,2298555a1c7d77ac76aae79ab421529907aca65c116bcbf57abe3aa4baac618e,True,67,67,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,True,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V5R_CA,kaggle_train_v2,2014-07-09,1510,7950a7b6979cef635fe41a4c537371f200b370c8ab8717d24f8d47f64adabc30,True,1510,1510,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
4V61_AA,kaggle_train_v2,2014-07-09,1478,260043ce71d9338f1863d58f559134d816a54374d11a4dd932c6798f855bad87,True,1478,1478,1.0,True,True,False,True,False,P0 production geometry-prior training from native C1' coordinates,False,False,True,False,,False,False,,False,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,NOT_IN_CANDIDATE_POOL,AUDIT_PENDING,False,False,False,P0_PRIOR,scripts/run_phase2_priors.py
